shipping lane	depth limits
ship agent	booking space
radar	lidar
truck trailer	large volume
waterway junction	bridges
rolling stock	generate electricity
whaling ship	steel
intentional process	planning
common carrier	subject to inspections
bulk cargo	containerized
transitway	separate lanes
electrical signalling	digital signals
organic compound	in perfumes
railway junction	track replacement
shipping channel	safety
cab car	dependent on track
whaling ship	large vessel
transit stop	indoor
transportation device	emergency response
crane ship	high lifting capacity
deepwater port	importing raw materials
turboprop airplane	certified
relational attribute	describes a characteristic
maritime blockade	attacking port facilities
navigation	online mapping
cab car	parking lot
port crane	hydraulic
hangar bay	spacecraft carrier
full size van	wide
offshore anchorage	anchors
shipping lane	marine transportation
containerization	operating system level
flight deck	aircraft landing and takeoff
vehicle registration	insurance proof
railroad company	government subsidies
air traffic control tower	visible
multiple track railway	coastal areas
general cargo ship	oceanic
cargo handling	warehouse worker
internal attribute	qualifiable
vehicle wheel	absorbing shocks
ship berth	boat
petroleum pipeline	pumps
transportation system	bike
ship hull	resists damage
minivan	sliding side doors
government organization	hierarchy
railway junction	crossing
surfaced roadway	pedestrian access
single traffic lane	clear
transitway	lanes
ore carrier ship	equipped with propellers
deepwater port	commercial
government organization	protect
moving violation	driver's attention
dry bulk cargo	dry
tractor trailer	heavy-duty truck
offshore anchorage	cable
pusher tug	harbor maintenance
electrified railway	reduced noise pollution
single traffic lane	median
research ship	sensors
lighter	non-rechargeable
liner service	entertainment
bill of lading	list of items
ship hatch	repair
private railcar	train stations
deck cargo	loaded
intentional process	unsuccessful
commercial airport	flight bookings
ship compartment	air conditioning
emergency road vehicle	roads
transit shelter	provide seating
attribute	observable
set or class	collection of unique items
coach railcar	transport passengers
tugboat	rescue missions
traffic light	vehicle
partial container ship	carrying cargo
mass measure	measuring ingredients
navigation light	providing warning
organic compound	hydrogen-containing
electrical signalling	controling muscles
single traffic lane	medium
ship cabin	on ship
air route	heavy
railway vehicle	station platform
private railcar	plane
offshore anchorage	quiet
offshore support ship	dive support
ship deck	at sea
dining car	limited space
transportation company	customs duties
commercial airport	customs and immigration control
parking garage	parking spaces
land area	vast
flight deck	place for pilots to fly
signalling	transmitter
air traffic control center	rural area
air traffic control tower	directing aircraft
ship register	maintained by private company
diesel fuel	dark brown color
ship hull	provides stability
fixed bridge	piers
railroad company	transporting goods
regulatory process	economic growth
fixed bridge	connects land
long ton	calculating cargo capacity
emergency vehicle	blue
transportation company	cargo
navigation light	electronic
offshore anchorage	protecting ships from bad weather
electrified railway	powered by electricity
transportation company	passenger fare
broad gauge railway	industrial use
vehicle crew	group of people
rail transportation system	tracks
bill of lading	describes goods
train assembly	fast
dual gauge railway	switches
electric device	intelligent
local transit system	non-profit organization
dual gauge railway	potential for accidents
traffic control process	safety
ocean liner	cruising
turbojet engine	produces exhaust gases
bulkhead	space
hangar bay	lights
signalling	electronic
government organization	public healthcare
commercial airport	travel
petroleum product	synthetic materials
fire boat	searching for survivors
rolling stock	powers itself
canal	waterfalls
railway vehicle	many
water transportation system	sinking
transportation company	rail
hangar bay	door opening
cabotage	ferry
railroad bridge	periodic repairs
passenger ship	few
ship hatch	inner
light fixture	plug in
railcar carrier ship	strong
ship hold	ramps
offshore anchorage	buoyancy
watercraft	sailing
air route	flight crew
commercial carrier	industrial
surfaced roadway	traffic lights
passenger railway car	electrical outlets
ship register	private organization
organizational process	office
radar	detection
animal powered vehicle	regular grooming
regulatory process	protecting public health
air traffic control tower	support personnel
full size van	parking lot
road transportation system	government agencies
offshore support ship	construction
freight car	highway
ore carrier ship	hulking
bulkhead	structural integrity
lighter	releases flame
bulkhead	seals compartments
road vehicle	van
volume measure	fluid
air traffic control procedure	efficiency
commercial airport	security checkpoint
local transit system	moving people around
vehicle wheel	maintenance
turbojet engine	nozzle
major air carrier	hubs
radio navigation beacon	seas
organizational process	productive
contract carrier	international air transport association (iata) regulations
commercial agent	finding deals
material handling equipment	increasing efficiency
drilling ship	operating in deep water
fishing trawler	fishing grounds
fixed bridge	allowing shipping
offshore support ship	lifeboats
tugboat	strong
river port	quay
electronic device	tablet
petroleum product pipeline	gas
truck trailer	trailer bed
partial container ship	rest of space empty
tank car	liquids
air traffic control center	support staff
commercial airport	handles cargo
cable ship	specialized team
regulatory process	law
general cargo ship	carrying cargo
containerization	openvz
transportation company	administrators
port city	import/export hub
electronic signalling	ascii
canal	oceans
fire engine	professional
transportation device	daily use
passenger car	long road trip
jet engine	frequent
private railcar	comfortable
bill of lading	essential
transitway	repairing infrastructure
ship deck	work area
moving violation	driving defensively
managing	prioritization
