electric device	circular shape
rail transportation system	large volume capacity
transit stop	industrial environment
canal lock gate	dependent on canal size size
maritime blockade	allowed in some cases international law
ship hatch	life jacket safety feature
set	a set of words examples
shipping channel	expanded over time history
scale test car	development purpose
deck cargo	dock loaded and unloaded at
commercial agent	honesty attributes
train station	food and beverage facilities
personal watercraft	requires skill operation
spine car	long-distance travel used for
commercial carrier	ship vehicle
ship berth	anchoring features
electric device	gadget type
road vehicle	recreational used for
port embargo	port affected area
dining car	food service amenities
railway vehicle	junction location
bulk cargo	quarry origin
transportation system	security safety
deck crane	loading purpose
ship hatch	curved shape
cab car	mode of transportation category
deck crane	hook components
offshore supply ship	maintaining infrastructure purpose
container ship	port authority operated by
cargo manifest	shipping related concepts
cargo ship	harbor location
transit terminal	seaport located at
jet engine	efficient design consideration
international airport	air travel function
multiple track railway	improve safety function
air traffic control tower	coordinating flight plans function
transit terminal	subways transportation modes
train assembly	carriage part
transportation authority	road maintenance services provided
government organization	public welfare goal
organizational process	manage resources purpose
crane ship	shipyards usage
cabotage	shipping of goods between two places in the same country definition
cab car	city center location
multiple track railway	freight trains uses
railway junction	structures infrastructure
crew list	movie set associated with
fishing vessel	lines equipment
partial container ship	increase efficiency purpose
light fixture	illuminate space function
rolling stock	providing infrastructure used for
offshore support ship	supporting offshore operations used for
dry bulk cargo	terminals storage
containerization	reusable types
minivan	ample cargo space features
flight schedule	booking purpose
traffic light	three color signals design
ship deck	observation purpose
intentional process	purposive type
organic object	outdoors location
railway junction	simple design
organic compound	flavoring agent functions
hopper dredger	watercraft type
air traffic control tower	efficient air traffic flow responsibility
shipping lane	piracy danger
ship register	operator contains information about
cargo ship	large deck structure
ship register	ship's logbook example
multiple track railway	separate tracks characteristic
terminal building	chaotic atmosphere
commercial shipping	door-to-door operations
